algorithm,number of nodes,weight,run time
CNN,50,4188.583322280033,0.08046319999266416
CR,50,3576.829453014397,0.016050599981099367
CNN,50,4038.851874800778,0.08041159994900227
CR,50,3514.197506464862,0.01632129994686693
CNN,50,3019.379084827432,0.08027979999314994
CR,50,3514.1999320442856,0.015986300073564053
CNN,50,2973.727462167888,0.08632769994437695
CR,50,3343.2641585672973,0.015892699942924082
CNN,50,4095.4808943968123,0.09483409998938441
CR,50,3504.2913433899685,0.015494699939154088
CNN,50,2635.1975712178746,0.08534500002861023
CR,50,3412.0820136324814,0.015440999995917082
CNN,50,2625.7644528060723,0.07628329994622618
CR,50,3335.022300782222,0.015407299972139299
CNN,50,3692.315908774901,0.09156179998535663
CR,50,3535.385936645087,0.015463799936696887
CNN,50,2729.0753660398937,0.09338199999183416
CR,50,3335.641180734658,0.0155123999575153
CNN,50,2702.094725819829,0.08838179998565465
CR,50,2882.348841115766,0.016300799907185137
CNN,50,2848.342283740254,0.07745550002437085
CR,50,3341.1113135564674,0.01611409999895841
CNN,50,3853.617093387753,0.07886520004831254
CR,50,3223.9998024733936,0.01637770002707839
CNN,50,3779.549989946118,0.08843200001865625
CR,50,3248.11277184901,0.016300699906423688
CNN,50,2817.4920472959675,0.08871650008950382
CR,50,3091.7312703440457,0.016243599937297404
CNN,50,3930.8308108643705,0.08579539996571839
CR,50,2936.806693756875,0.012137099984101951
CNN,50,2345.1493437376903,0.07419050007592887
CR,50,3036.3272648945735,0.012199199991300702
CNN,50,2401.447983867553,0.0792430000146851
CR,50,3007.2498088785874,0.012108299997635186
CNN,50,2601.0705695868382,0.0976970000192523
CR,50,2887.726354232682,0.012169699999503791
CNN,50,2326.4485215394934,0.07790639996528625
CR,50,3137.453313738858,0.012173200026154518
CNN,50,2424.4309509707336,0.08068359992466867
CR,50,3081.585755029505,0.007426300086081028
CNN,50,4084.753426467306,0.05964320001658052
CR,50,3020.942627467101,0.00744209997355938
CNN,50,4137.7307402797405,0.03743280004709959
CR,50,2993.64389208348,0.007486100075766444
CNN,50,2880.463442499441,0.03853069990873337
CR,50,3080.666692420085,0.007316400064155459
CNN,50,4029.0081551636254,0.07017520000226796
CR,50,3026.716411178468,0.00740639993455261
CNN,50,2829.4606432181345,0.03975580004043877
CR,50,2904.3184632629395,0.011675599962472916
CNN,50,2511.5392491261346,0.08329199999570847
CR,50,3166.9005393841894,0.011887499946169555
CNN,50,2785.2710512029075,0.04865600005723536
CR,50,3174.938301994881,0.011858799960464239
CNN,50,2498.4523116625824,0.06982999993488193
CR,50,3088.643542659122,0.011800099979154766
CNN,50,2415.5530497536215,0.05956379999406636
CR,50,3366.666560097729,0.011736700078472495
CNN,50,2441.09146390054,0.05863049998879433
CR,60,4261.237493602817,0.025901800021529198
CNN,60,3438.9832765444335,0.13014340004883707
CR,60,4344.62392579139,0.025761299999430776
CNN,60,3612.9624334431533,0.12268759997095913
CR,60,4378.956804492705,0.025717200012877584
CNN,60,5428.0233275869605,0.10571210004854947
CR,60,4257.887253706185,0.025890399934723973
CNN,60,5404.329079268813,0.1250685000559315
CR,60,4358.511621392753,0.025683299987576902
CNN,60,5171.354571654335,0.12058560003060848
CR,60,4550.883435669117,0.01800569996703416
CNN,60,3684.2704465101815,0.09966930001974106
CR,60,4009.8560999893593,0.018150400021113455
CNN,60,3561.1230353164297,0.10387910006102175
CR,60,4193.828916297962,0.018311099964194
CNN,60,3605.3965399323197,0.14282589999493212
CR,60,3825.5312740817467,0.018307200050912797
CNN,60,3635.3003851580406,0.1309543999377638
CR,60,3825.5312740817467,0.019024600042030215
CNN,60,3635.3003851580406,0.130835400079377
CR,60,3814.431741487438,0.0310160000808537
CNN,60,3520.3639344108888,0.141238100011833
CR,60,4582.588653178314,0.03202329995110631
CNN,60,3510.453331218371,0.12597639998421073
CR,60,4124.733027130962,0.03035489993635565
CNN,60,5154.108413673112,0.1337684999452904
CR,60,3936.5212305949203,0.030598199926316738
CNN,60,3210.6129662169096,0.1364373000105843
CR,60,3934.082161081873,0.031143600004725158
CNN,60,5158.485715594989,0.11185979994479567
CR,60,3879.7000297448426,0.014779799967072904
CNN,60,3345.6016104882015,0.1271396999945864
CR,60,4255.885707100353,0.01492730004247278
CNN,60,4915.1125583074,0.13969570002518594
CR,60,4227.908932994334,0.014635599916800857
CNN,60,3515.62031243796,0.1656269000377506
CR,60,4146.9535469877055,0.014640399953350425
CNN,60,4712.75269723923,0.13977320003323257
CR,60,4084.048514990757,0.014533299952745438
CNN,60,3235.3868118776268,0.12753369996789843
CR,60,3953.520135997061,0.013549000024795532
CNN,60,4991.524825991293,0.15932460001204163
CR,60,4179.466141853255,0.013618000084534287
CNN,60,3382.8745540467553,0.1563686999725178
CR,60,4617.621796741582,0.01405910006724298
CNN,60,3746.4679590487763,0.13576480001211166
CR,60,3609.5728273442787,0.013640500023029745
CNN,60,3183.048218131382,0.15398669999558479
CR,60,4793.356503192733,0.01363080006558448
CNN,60,3609.2837668290113,0.1414014999754727
CR,60,3787.70180309818,0.017172600026242435
CNN,60,3354.483986215874,0.07814690005034208
CR,60,3958.6991823095764,0.017267200048081577
CNN,60,3448.550118735229,0.08601970004383475
CR,60,3848.7320326004665,0.017097100033424795
CNN,60,3341.907088990572,0.07784009992610663
CR,60,3976.5900231439614,0.01721790002193302
CNN,60,3355.892648377164,0.08209399995394051
CR,60,4039.2208384410724,0.01722400006838143
CNN,60,3241.4168972149073,0.08040179999079555
CR,60,3747.427845838151,0.04435930005274713
CNN,60,4916.976459993958,0.13085099996533245
CR,60,3971.438212056055,0.044202900025993586
CNN,60,5078.128136339799,0.15985679998993874
CR,60,4160.69363036457,0.044539300026372075
CNN,60,3491.0872890241258,0.12481080007273704
CR,60,4208.557616974852,0.04397719993721694
CNN,60,5066.24801594306,0.12807350000366569
CR,60,4343.665681710533,0.04414889996405691
CNN,60,5040.246381566197,0.13197890005540103
CR,60,3573.454634370184,0.020091800019145012
CNN,60,2881.028291343574,0.0655914000235498
CR,60,3633.6941910113096,0.019875400001183152
CNN,60,3309.3172758509636,0.1073967000702396
CR,60,3518.3833565435916,0.01996459998190403
CNN,60,3068.257649538041,0.06393409997690469
CR,60,3666.0438622296406,0.019762600073590875
CNN,60,3029.948706889033,0.09727650007698685
CR,60,3445.1222103683117,0.01995430001989007
CNN,60,3143.2144049875296,0.05957750009838492
CR,60,4255.887260777332,0.019573999918065965
CNN,60,3430.3893709150934,0.11308329994790256
CR,60,4360.174330812242,0.019440399948507547
CNN,60,5149.640504629831,0.14532100001815706
CR,60,4298.177029554882,0.019305699970573187
CNN,60,3482.110711596539,0.12204349995590746
CR,60,4086.78903127414,0.01925030001439154
CNN,60,3296.021985767627,0.10506769991479814
CR,60,4149.324345476666,0.019815900013782084
CNN,60,5113.144901870055,0.1435381000628695
CR,60,3966.9929603980822,0.009823600063100457
CNN,60,5189.320786339763,0.1454094999935478
CR,60,4419.7807116935155,0.009799599996767938
CNN,60,3357.674350123369,0.0776269999332726
CR,60,4034.7256960174145,0.009832200012169778
CNN,60,3351.7835101933133,0.0813877999316901
CR,60,4620.580014483338,0.009783799992874265
CNN,60,5278.622467259732,0.13894580001942813
CR,60,3976.0809158373863,0.009809400071389973
