algorithm,number of nodes,k,weight,run time
CNN,50,40,1566.1709557751317,0.014573499909602106
CR,50,40,1755.1792370668002,0.012064500013366342
CNN,50,40,1838.586504980392,0.016722199972718954
CR,50,40,1792.5148642812187,0.0078553999774158
CNN,50,40,1821.4538237610122,0.012419700040481985
CR,50,40,1726.877249738973,0.007819200051017106
CNN,50,40,1734.3167869606225,0.012819899944588542
CR,50,40,1714.5359474005134,0.007941399933770299
CNN,50,40,1743.5893214564694,0.01273449999280274
CR,50,40,1794.8394880934616,0.007876400020904839
CNN,50,40,1812.581643697643,0.012746599968522787
CR,50,40,1833.4601281252712,0.007864700048230588
CNN,50,40,1871.3630510722196,0.012720900005660951
CR,50,40,2035.181907756839,0.006587299983948469
CNN,50,40,2050.432090942753,0.01291649998165667
CR,50,40,2072.752591762901,0.0065249999752268195
CNN,50,40,2083.893044976511,0.013343899976462126
CR,50,40,2119.129451074207,0.00660929991863668
CNN,50,40,2212.6690114622243,0.013214399921707809
CR,50,40,2002.4734601228913,0.006522799958474934
CNN,50,40,2050.797613088917,0.01307680003810674
CR,50,40,2004.0244202735767,0.006605500006116927
CNN,50,40,2054.071117826865,0.013442100025713444
CR,50,40,1920.6769261788702,0.008413600036874413
CNN,50,40,1925.0486653103878,0.012909900047816336
CR,50,40,1787.428241183451,0.008580700028687716
CNN,50,40,1844.1633394630612,0.013538199942559004
CR,50,40,1981.3419232304993,0.008368400041945279
CNN,50,40,1981.9951778232364,0.013085699989460409
CR,50,40,1713.1490158063314,0.008297599968500435
CNN,50,40,1796.498602835417,0.012924700044095516
CR,50,40,1982.83091049874,0.00851469999179244
CNN,50,40,2035.649032340054,0.013734900043345988
CR,50,40,1791.2654865427196,0.01027790002990514
CNN,50,40,1850.7869308876484,0.015510599943809211
CR,50,40,1795.349238631129,0.01025580009445548
CNN,50,40,1800.9739125504593,0.015941399964503944
CR,50,40,1676.9555941433152,0.010335400002077222
CNN,50,40,1698.102076057615,0.014627200085669756
CR,50,40,1715.2179313195081,0.010217699920758605
CNN,50,40,1766.5553029832226,0.014811600092798471
CR,50,40,1575.116247546795,0.010485899983905256
CNN,50,40,1575.116247546795,0.013118600007146597
CR,50,40,2039.4912515864391,0.013301600003615022
CNN,50,40,2083.3983302062547,0.019105099956505
CR,50,40,2187.9978218260367,0.013291099923662841
CNN,50,40,2187.9978218260367,0.020055800094269216
CR,50,40,1960.2873858085122,0.013332600006833673
CNN,50,40,2006.223789819153,0.0188209000043571
CR,50,40,2140.7714095937677,0.013329199980944395
CNN,50,40,2182.900426571941,0.019393500057049096
CR,50,40,2211.699730717036,0.01318330003414303
CNN,50,40,2278.7633421429505,0.01970359997358173
CR,50,40,1771.596041115595,0.007527500041760504
CNN,50,40,1771.7903148795435,0.013169099926017225
CR,50,40,1703.0284661383955,0.007478300016373396
CNN,50,40,1703.0556835875946,0.01211189990863204
CR,50,40,1415.276249973436,0.007488700095564127
CNN,50,40,1415.276249973436,0.009888999979011714
CR,50,40,1720.3398758103622,0.007453099940903485
CNN,50,40,1729.6752506719304,0.012787399929948151
CR,50,40,1914.0484538763442,0.007493900018744171
CNN,50,40,1984.2934968591142,0.013201799942180514
CR,50,40,1605.1316822553483,0.005582900019362569
CNN,50,40,1607.5723520903673,0.010126000037416816
CR,50,40,1670.177579752128,0.005568100023083389
CNN,50,40,1705.1039031743674,0.010730199981480837
CR,50,40,1530.6722217290605,0.0054836999624967575
CNN,50,40,1611.2334623352863,0.009845699998550117
CR,50,40,1606.794647869166,0.005432400037534535
CNN,50,40,1612.1356910084808,0.010014900006353855
CR,50,40,1625.6644836063808,0.005492100026458502
CNN,50,40,1642.519547750744,0.01028369995765388
CR,50,40,2064.7909660918835,0.011612700065597892
CNN,50,40,2074.5560924843094,0.016745699918828905
CR,50,40,2186.3124375729485,0.01170190004631877
CNN,50,40,2209.9676169447866,0.018297000089660287
CR,50,40,1930.1966617767234,0.011664899997413158
CNN,50,40,1978.205651299013,0.01657610002439469
CR,50,40,1930.1966617767234,0.011706600082106888
CNN,50,40,1978.205651299013,0.01689460000488907
CR,50,40,2032.4282763250594,0.011695700115524232
CNN,50,40,2036.9227392166615,0.016457199933938682
CR,50,40,1834.817837385141,0.006528900004923344
CNN,50,40,1838.0143689298984,0.011641299934126437
CR,50,40,1912.675991327611,0.006418499979190528
CNN,50,40,1927.8212572540144,0.012385100009851158
CR,50,40,1826.1059119399001,0.006646400084719062
CNN,50,40,1848.5726297720685,0.012605499941855669
CR,50,40,1711.9844146907824,0.00659320002887398
CNN,50,40,1746.0732134932468,0.01183810003567487
CR,50,40,1780.2591782449708,0.006689899950288236
CNN,50,40,1816.4620478464342,0.011361800017766654
CR,50,40,1831.8367607952446,0.009294499992392957
CNN,50,40,1831.8929960938585,0.014368299976922572
CR,50,40,1535.0742115705941,0.009222100023180246
CNN,50,40,1602.611616701223,0.013503800029866397
CR,50,40,1591.7470064533952,0.0091087999753654
CNN,50,40,1591.7470064533952,0.011567800072953105
CR,50,40,1814.0450345202507,0.009154299972578883
CNN,50,40,1819.6283521656408,0.014470300055108964
CR,50,40,1839.9989564616976,0.009201699984259903
CNN,50,40,1900.0341082337632,0.014247599989175797
CR,50,40,1733.1896339704247,0.009930900065228343
CNN,50,40,1733.1896339704247,0.01456849998794496
CR,50,40,1998.2004008697816,0.009754700004123151
CNN,50,40,2006.727794141983,0.014684999943710864
CR,50,40,1711.2868461421297,0.009733700077049434
CNN,50,40,1723.2282714661594,0.014537199982441962
CR,50,40,1856.9632306728133,0.010134399984963238
CNN,50,40,2005.385840717015,0.014883500058203936
CR,50,40,2187.6081052449895,0.009795199963264167
CNN,50,40,2187.6081052449895,0.015516900108195841
CR,50,40,1946.0956731477993,0.009483200032263994
CNN,50,40,1952.7898194937263,0.01526489993557334
CR,50,40,2073.9011543685624,0.009403300005942583
CNN,50,40,2098.713356223355,0.015307800029404461
CR,50,40,1967.6935144222368,0.009333000052720308
CNN,50,40,1974.9430416774376,0.01621449994854629
CR,50,40,1758.3990589466569,0.009405900025740266
CNN,50,40,1787.163176473231,0.014715600060299039
CR,50,40,1724.066364041516,0.009500500047579408
CNN,50,40,1753.1913225410733,0.014491399982944131
CR,50,40,1846.2934864804613,0.011210200027562678
CNN,50,40,1859.2784816220048,0.016100799897685647
CR,50,40,1846.2934864804613,0.011388399987481534
CNN,50,40,1859.2784816220048,0.016280699986964464
CR,50,40,1884.0610891721378,0.011358299991115928
CNN,50,40,1897.008680508224,0.016181299928575754
CR,50,40,1713.3727527098888,0.011208500014618039
CNN,50,40,1774.618299101704,0.01655689999461174
CR,50,40,1744.3383701227506,0.011262299958616495
CNN,50,40,1757.3858623396677,0.01604239991866052
CR,50,40,1743.099879438962,0.014250400010496378
CNN,50,40,1755.1810963149942,0.019147599930875003
CR,50,40,1571.5652530163977,0.014168000081554055
CNN,50,40,1582.9855798032988,0.018572599976323545
CR,50,40,1601.5322146716492,0.014368200092576444
CNN,50,40,1682.3455095365807,0.019441100070253015
CR,50,40,1615.5872231175501,0.014085100032389164
CNN,50,40,1616.5458888105222,0.018475000048056245
CR,50,40,1860.796299855056,0.014181400067172945
CNN,50,40,1885.4391945731747,0.018971199984662235
CR,50,40,1925.158883258345,0.007227099966257811
CNN,50,40,1932.734547229931,0.012611599988304079
CR,50,40,2010.0170217757875,0.00714140001218766
CNN,50,40,2040.0799629339992,0.011924899998120964
CR,50,40,1848.31777928172,0.007145300041884184
CNN,50,40,1929.8036800239033,0.012830099905841053
CR,50,40,1938.0869309276443,0.007127300021238625
CNN,50,40,1984.8785400382337,0.011837900034151971
CR,50,40,1602.851147391133,0.007094200002029538
CNN,50,40,1602.851147391133,0.009500500047579408
CR,50,40,2009.0176706459467,0.0069700999883934855
CNN,50,40,2009.073156219271,0.011808200040832162
CR,50,40,1678.3262815089454,0.006910399999469519
CNN,50,40,1678.465983695705,0.011449999990873039
CR,50,40,1932.0106808475466,0.006968799978494644
CNN,50,40,2013.127272597151,0.012296100030653179
CR,50,40,2090.654277756513,0.006951699964702129
CNN,50,40,2093.7852757008613,0.011779299937188625
CR,50,40,1916.2235386581472,0.006974300020374358
CNN,50,40,1979.7576778016273,0.012138999998569489
CR,50,40,1600.7192493455702,0.013769599958322942
CNN,50,40,1600.7192493455702,0.01607989997137338
CR,50,40,1792.7075006865875,0.013547000009566545
CNN,50,40,1835.0187635364414,0.018097099964506924
CR,50,40,1600.7192493455705,0.01374039996881038
CNN,50,40,1600.7192493455705,0.016292499960400164
CR,50,40,1600.7192493455698,0.013589599984697998
CNN,50,40,1600.7192493455698,0.015842099906876683
CR,50,40,1792.7075006865875,0.013629200053401291
CNN,50,40,1835.0187635364414,0.018090100027620792
CR,50,40,1737.4490511135182,0.007548999972641468
CNN,50,40,1750.2631866963213,0.013062400044873357
CR,50,40,1723.46857751166,0.007418800028972328
CNN,50,40,1764.493847615338,0.01349139993544668
CR,50,40,1901.8086770528885,0.0075641999719664454
CNN,50,40,1916.76873756041,0.01439959998242557
CR,50,40,2141.2888986217517,0.007410999969579279
CNN,50,40,2102.515164925619,0.015747600002214313
CR,50,40,2043.2232026636452,0.007454899954609573
CNN,50,40,2063.400947128378,0.017338500008918345
CR,50,40,2060.3198219773167,0.018428999930620193
CNN,50,40,2088.037907590296,0.023331900010816753
CR,50,40,2037.0693963807375,0.0185558000812307
CNN,50,40,2037.7526503339782,0.023235400090925395
CR,50,40,2037.0693963807375,0.01890400005504489
CNN,50,40,2037.7526503339782,0.023583499947562814
CR,50,40,1985.1206601117788,0.018467499990947545
CNN,50,40,1999.5050006484796,0.023355099954642355
CR,50,40,2060.3198219773167,0.018592300009913743
CNN,50,40,2088.037907590296,0.02369659999385476
CR,50,45,1658.796443443644,0.01653029990848154
CNN,50,45,1681.9638930206333,0.02142240002285689
CR,50,45,1812.3022348897418,0.01693929999601096
CNN,50,45,1826.1273754503823,0.021237399894744158
CR,50,45,1888.7215948048247,0.01645940006710589
CNN,50,45,1896.4544243044184,0.0211646999232471
CR,50,45,1924.5703209423227,0.016628299956209958
CNN,50,45,1928.929913912123,0.02238720003515482
CR,50,45,1768.5310767857027,0.016955200000666082
CNN,50,45,1847.5243606676872,0.021365699940361083
CR,50,45,2119.0131938835248,0.01263789995573461
CNN,50,45,2121.5981509627627,0.019136200076900423
CR,50,45,1914.4541675144685,0.012807599967345595
CNN,50,45,1917.3956204963033,0.017516400082968175
CR,50,45,1759.6451037882075,0.012781400000676513
CNN,50,45,1798.0969609258825,0.01745789998676628
CR,50,45,2066.820507800899,0.012688799994066358
CNN,50,45,2118.4686392851418,0.017547299969010055
CR,50,45,2212.3879772229766,0.012693200027570128
CNN,50,45,2212.4295851220195,0.018374199979007244
CR,50,45,2036.8103711016347,0.006181299919262528
CNN,50,45,2088.9885239789296,0.012059299973770976
CR,50,45,2062.2228083547607,0.006092400057241321
CNN,50,45,2131.977504105037,0.012072499957866967
CR,50,45,2176.159221282795,0.006253600004129112
CNN,50,45,2239.7676738386745,0.013426700024865568
CR,50,45,2141.37590823124,0.0061787000158801675
CNN,50,45,2144.558100659717,0.013152000028640032
CR,50,45,2160.215141917045,0.006131200003437698
CNN,50,45,2200.3374679404956,0.013225799892097712
CR,50,45,1635.175239329287,0.012747600092552602
CNN,50,45,1691.663382274662,0.017161999945528805
CR,50,45,1581.9367664515223,0.012664100038819015
CNN,50,45,1617.8594857528828,0.017598100006580353
CR,50,45,1835.8600293808047,0.012635600054636598
CNN,50,45,1836.2425550463083,0.0174040999263525
CR,50,45,1910.585198544918,0.012575199943967164
CNN,50,45,1934.6608268186192,0.01736129994969815
CR,50,45,1970.3017490135126,0.012619699933566153
CNN,50,45,1974.4458071390825,0.01776310009881854
CR,50,45,1594.6618698630157,0.00871329999063164
CNN,50,45,1594.6618698630157,0.011036599986255169
CR,50,45,1582.5506517543406,0.00869699998293072
CNN,50,45,1582.5506517543406,0.011494899983517826
CR,50,45,1600.3922432347902,0.008740299963392317
CNN,50,45,1600.3922432347902,0.011297699995338917
CR,50,45,1594.661869863015,0.008505800040438771
CNN,50,45,1594.661869863015,0.010926199960522354
CR,50,45,1570.8152782375505,0.008552100043743849
CNN,50,45,1570.8152782375505,0.010971699957735837
CR,50,45,1955.307600481889,0.007416200009174645
CNN,50,45,2002.4711859054441,0.01184570009354502
CR,50,45,1909.2191806473681,0.007381999981589615
CNN,50,45,2015.613684003207,0.011829600087366998
CR,50,45,1686.5668689517188,0.007319600088521838
CNN,50,45,1686.5668689517188,0.00963179999962449
CR,50,45,1835.1487135991692,0.00735019997227937
CNN,50,45,1918.289016514053,0.012231100001372397
CR,50,45,1844.87614366553,0.007369700004346669
CNN,50,45,1848.1625570192448,0.011687599937431514
CR,50,45,1628.412168835023,0.016338599962182343
CNN,50,45,1630.0235416534656,0.021117100026458502
CR,50,45,1649.239211959768,0.016113599995151162
CNN,50,45,1654.9282316644028,0.020415700040757656
CR,50,45,1856.65791297643,0.016228799941018224
CNN,50,45,1891.024267547024,0.021316700032912195
CR,50,45,1891.5627685304037,0.016396200051531196
CNN,50,45,1942.6114614876628,0.02112609997857362
CR,50,45,1862.5381055742946,0.0162710000295192
CNN,50,45,1904.4754887937543,0.02101819997187704
CR,50,45,1879.3020525989973,0.014501299941912293
CNN,50,45,1927.8155907807427,0.021090200054459274
CR,50,45,1946.31230219104,0.014401599997654557
CNN,50,45,1989.650346698993,0.02129220007918775
CR,50,45,1880.7732984740592,0.01476569997612387
CNN,50,45,1916.3400205931596,0.022119600092992187
CR,50,45,1778.2153360365323,0.014618500019423664
CNN,50,45,1804.622191225608,0.02094860002398491
CR,50,45,1895.2510989626023,0.014365399954840541
CNN,50,45,1920.3893527155992,0.020590899977833033
CR,50,45,2235.3854425613986,0.018252199981361628
CNN,50,45,2260.881062130895,0.025192299974150956
CR,50,45,2017.6044779612162,0.018070799997076392
CNN,50,45,2036.0894951438381,0.023065099958330393
CR,50,45,1904.4374583515712,0.018154799938201904
CNN,50,45,1974.4234854260483,0.022992099984548986
CR,50,45,1989.8818074418548,0.01818520005326718
CNN,50,45,1993.275254519044,0.02319780003745109
CR,50,45,2034.9463674951821,0.018071800004690886
CNN,50,45,2076.584709581446,0.023877999978139997
CR,50,45,1802.924810474366,0.0205765999853611
CNN,50,45,1802.924810474366,0.022974699968472123
CR,50,45,1807.5621212524923,0.02038250002078712
CNN,50,45,1807.5621212524923,0.02272820007055998
CR,50,45,1867.576189537599,0.02040630008559674
CNN,50,45,1875.1916708292838,0.024880799930542707
CR,50,45,1742.0580770161043,0.020393199985846877
CNN,50,45,1742.0580770161043,0.022984799928963184
CR,50,45,1806.8998882474095,0.02046380005776882
CNN,50,45,1806.8998882474095,0.02317069994751364
CR,50,45,1853.3122280705609,0.009462499991059303
CNN,50,45,1853.314217114755,0.01419969997368753
CR,50,45,1823.690827070145,0.009393599932081997
CNN,50,45,1863.5159013702983,0.014072899939492345
CR,50,45,1775.6482703854767,0.009386199992150068
CNN,50,45,1778.4152767432859,0.01393289992120117
CR,50,45,1822.8564292870137,0.009414000087417662
CNN,50,45,1777.3349245324764,0.014229899970814586
CR,50,45,1644.065511032085,0.009455300052650273
CNN,50,45,1663.0703123385176,0.013925899984315038
CR,50,45,1866.0776857633482,0.012797900009900331
CNN,50,45,1896.6653654450988,0.019648000015877187
CR,50,45,1774.106082022955,0.012840799987316132
CNN,50,45,3350.189009228478,0.017399700009264052
CR,50,45,1754.211363244461,0.01282930001616478
CNN,50,45,1774.6197630653116,0.018806699896231294
CR,50,45,1774.106082022955,0.012682599946856499
CNN,50,45,3350.189009228478,0.017406700062565506
CR,50,45,1750.579035533993,0.012703699991106987
CNN,50,45,3307.1163830722776,0.0174977999413386
CR,50,45,1547.9484281412767,0.007256199955008924
CNN,50,45,1632.9871027348247,0.011507000075653195
CR,50,45,1851.4188333497343,0.007200899999588728
CNN,50,45,1895.719978735542,0.012074699974618852
CR,50,45,1731.4696741993494,0.007191399927251041
CNN,50,45,1740.0202363602305,0.012339400011114776
CR,50,45,1771.9139588523649,0.007172700017690659
CNN,50,45,1800.597015473614,0.011924499995075166
CR,50,45,1797.7686101512547,0.00708939996547997
CNN,50,45,1807.039213330624,0.011819500010460615
CR,50,45,1879.4387538493365,0.013634899980388582
CNN,50,45,1882.2060918469872,0.018707599956542253
CR,50,45,1541.7907936110626,0.013534200028516352
CNN,50,45,1568.877553137694,0.01837370009161532
CR,50,45,1677.0876839212356,0.01362500002142042
CNN,50,45,1678.2541004814934,0.01821210002526641
CR,50,45,1465.0305060533656,0.0135969000402838
CNN,50,45,1465.0305060533656,0.015932400012388825
CR,50,45,1668.093476279055,0.01352709997445345
CNN,50,45,1703.360703557763,0.018441200023517013
CR,50,45,2165.0863819012748,0.006858999957330525
CNN,50,45,2254.5947542603867,0.011694499989971519
CR,50,45,2126.48117269608,0.006752899964340031
CNN,50,45,2127.156843921128,0.0137524000601843
CR,50,45,2102.005682690538,0.006819700007326901
CNN,50,45,2129.6619819428097,0.013201000052504241
CR,50,45,2051.174522421064,0.006749300053343177
CNN,50,45,2116.5212749259153,0.011878699995577335
CR,50,45,2034.833589179424,0.0067541999742388725
CNN,50,45,2123.5609041116377,0.011870400048792362
CR,50,45,1730.3699274270975,0.007801700034178793
CNN,50,45,1732.1012483675972,0.012065200018696487
CR,50,45,1777.8298349360923,0.007753400015644729
CNN,50,45,1792.7128973092697,0.012866800068877637
CR,50,45,2005.1288932740777,0.007874100003391504
CNN,50,45,2050.2606299140093,0.013077400042675436
CR,50,45,1867.0579818388037,0.007870999979786575
CNN,50,45,1869.009503382195,0.012826899997889996
CR,50,45,1896.7304458000092,0.007736500003375113
CNN,50,45,1897.8736134564992,0.012891700025647879
CR,50,45,1586.5367438287358,0.008438499993644655
CNN,50,45,1586.5367438287358,0.010674200020730495
CR,50,45,1570.095226852844,0.00836810003966093
CNN,50,45,1570.095226852844,0.010710999951697886
CR,50,45,1579.218903354983,0.008378800004720688
CNN,50,45,1579.218903354983,0.011163600021973252
CR,50,45,1586.5367438287353,0.008350700023584068
CNN,50,45,1586.5367438287353,0.010689300019294024
CR,50,45,1575.3525428141904,0.008339300053194165
CNN,50,45,1575.3525428141904,0.010666999965906143
CR,50,45,1879.2238705021007,0.018922700081020594
CNN,50,45,1879.2238705021007,0.0237454999005422
CR,50,45,2101.1395925863853,0.01872619998175651
CNN,50,45,2107.7968174194407,0.024374500033445656
CR,50,45,1943.1973045768937,0.01872429996728897
CNN,50,45,1980.6655748038716,0.0238344999961555
CR,50,45,1946.2348044873956,0.018432199954986572
CNN,50,45,1946.720545109368,0.024006699910387397
CR,50,45,1828.082083701318,0.018637700006365776
CNN,50,45,1841.565473384902,0.023973400006070733
CR,50,45,2119.8568135940695,0.00946579989977181
CNN,50,45,2170.261531106885,0.015086399973370135
CR,50,45,2038.540521128533,0.009423499926924706
CNN,50,45,2038.540521128533,0.014681800035759807
CR,50,45,1959.2488546735071,0.00931180000770837
CNN,50,45,1978.5725053388253,0.014203800004906952
CR,50,45,1968.2395949367472,0.009357400005683303
CNN,50,45,1968.2473131492025,0.015239000087603927
CR,50,45,1741.0441930089974,0.009589700028300285
CNN,50,45,1742.0675183053183,0.014324599993415177
CR,50,45,1757.3923775730893,0.015175399952568114
CNN,50,45,1784.4561068084713,0.020012399996630847
CR,50,45,1966.8712001883234,0.014908700017258525
CNN,50,45,1986.5314585368972,0.02101169992238283
CR,50,45,1805.7123694300033,0.014945500064641237
CNN,50,45,1859.3220770322005,0.020301799988374114
CR,50,45,1824.2317784760169,0.015149199985899031
CNN,50,45,1831.8351975056107,0.020052800071425736
CR,50,45,1904.6500087788706,0.015191899961791933
CNN,50,45,1927.2478261242936,0.020744799985550344
CR,50,45,1571.1828449093553,0.008440900011919439
CNN,50,45,1571.1828449093553,0.011223500012420118
CR,50,45,1623.6557057769946,0.008407799992710352
CNN,50,45,1651.5634970709045,0.01277879998087883
CR,50,45,1702.8328630773362,0.008351199910975993
CNN,50,45,1719.5025428758352,0.012878999928943813
CR,50,45,1571.1828449093553,0.008361099986359477
CNN,50,45,1571.1828449093553,0.010727899963967502
CR,50,45,1550.7679988485113,0.008330099983140826
CNN,50,45,1550.7679988485113,0.01109280006494373
CR,50,45,1690.6226660452833,0.011892999988049269
CNN,50,45,1691.8458658590569,0.01679250004235655
CR,50,45,1446.0714540736128,0.011845499975606799
CNN,50,45,1465.852515282347,0.016833000001497567
CR,50,45,1690.6226660452833,0.011994100059382617
CNN,50,45,1691.8458658590569,0.016651400015689433
CR,50,45,1802.518016824174,0.012163199950009584
CNN,50,45,1809.5412672015257,0.017786500044167042
CR,50,45,1499.9658971088213,0.011975899920798838
CNN,50,45,1514.2470203558105,0.016754399985074997
CR,50,45,2065.485547450336,0.005289199994876981
CNN,50,45,2127.325697592968,0.015821099979802966
CR,50,45,2072.637816893738,0.005209899973124266
CNN,50,45,3473.6101400711937,0.01356849994044751
CR,50,45,2177.5100803456353,0.005167700001038611
CNN,50,45,2199.783678556669,0.015874399919994175
CR,50,45,2135.477451069803,0.005256799980998039
CNN,50,45,2077.0535021679216,0.016885100048966706
CR,50,45,2103.4190853044956,0.005174300051294267
CNN,50,45,2209.3776604590707,0.016355899977497756
CR,50,45,1604.0163113613648,0.010764200007542968
CNN,50,45,1611.2967813185794,0.015540099935606122
CR,50,45,1772.9396190637806,0.010748200002126396
CNN,50,45,1777.6590112811941,0.015589099959470332
CR,50,45,1801.3354577305101,0.010905000031925738
CNN,50,45,1838.5892565438078,0.015585800050757825
CR,50,45,1604.0163113613648,0.010823399992659688
CNN,50,45,1611.2967813185794,0.01555379992350936
CR,50,45,1596.0859845064751,0.01057559996843338
CNN,50,45,1577.2224480208495,0.01496259996201843
CR,50,45,1653.7301128145682,0.006565400050021708
CNN,50,45,1695.4643993996954,0.011074100038968027
CR,50,45,1792.8276255956507,0.0063578999834135175
CNN,50,45,1818.4637511286098,0.010946499998681247
CR,50,45,1744.0593002537782,0.006328099989332259
CNN,50,45,1778.3513796145032,0.01087919995188713
CR,50,45,1786.3244185416295,0.006400000071153045
CNN,50,45,1792.5677515279137,0.011162100010551512
CR,50,45,1591.7493441671368,0.006412600050680339
CNN,50,45,1601.3757842331916,0.010666899965144694
CR,50,45,1732.0993556001465,0.01131349999923259
CNN,50,45,1806.9263789748113,0.016635000007227063
CR,50,45,1957.6138483893574,0.011241900036111474
CNN,50,45,1958.8367108582809,0.015908600063994527
CR,50,45,1839.2369802320675,0.011032099951989949
CNN,50,45,1839.2369802320675,0.016171400086022913
CR,50,45,1822.803816980419,0.0110199999762699
CNN,50,45,1906.291517975918,0.015530599979683757
CR,50,45,1740.5925236104472,0.01088529999833554
CNN,50,45,1748.9064973250056,0.015475599910132587
CR,50,45,1921.8273034890003,0.009530800045467913
CNN,50,45,1929.211643527524,0.014385199989192188
CR,50,45,1611.3523433272856,0.00939500005915761
CNN,50,45,1691.8970727238388,0.013859999948181212
CR,50,45,1607.4265409713807,0.009415299980901182
CNN,50,45,1625.1819159710676,0.014061399968340993
CR,50,45,1672.3001946942811,0.009392300038598478
CNN,50,45,1694.2493667457074,0.014063099981285632
CR,50,45,1857.443462298449,0.009359999909065664
CNN,50,45,1858.49568869595,0.014263699995353818
CR,50,45,1859.5057166783874,0.010470599983818829
CNN,50,45,1913.464537539865,0.01658779999706894
CR,50,45,1950.8747105704708,0.010614000027999282
CNN,50,45,1953.4969048998285,0.01652149995788932
CR,50,45,1899.5436321140085,0.010769000044092536
CNN,50,45,1959.627274638949,0.017323700012639165
CR,50,45,2007.3548227723497,0.010565500007942319
CNN,50,45,2039.7866038891302,0.016382700065150857
CR,50,45,2005.8930558247348,0.010480299941264093
CNN,50,45,1950.745378855899,0.016307100071571767
CR,50,45,1775.7113266676904,0.004971400019712746
CNN,50,45,1775.7113266676904,0.009918299969285727
CR,50,45,1818.644216126141,0.004882400040514767
CNN,50,45,1819.323584462061,0.010207999963313341
CR,50,45,1658.377850296063,0.004922599997371435
CNN,50,45,1705.1343749934645,0.009510900010354817
CR,50,45,1698.8436171779927,0.00489949993789196
CNN,50,45,1737.0537627156887,0.009331099921837449
CR,50,45,1952.7133002663445,0.004901499953120947
CNN,50,45,1970.2954876013396,0.01025450008455664
CR,50,45,1589.7797355267217,0.015141800045967102
CNN,50,45,1589.7797355267217,0.017391599947586656
CR,50,45,1566.6375330173998,0.015053599956445396
CNN,50,45,1566.6375330173998,0.017596099991351366
CR,50,45,1610.2985401182298,0.015154099906794727
CNN,50,45,1610.2985401182298,0.017795199993997812
CR,50,45,1585.45944403718,0.015283500077202916
CNN,50,45,1585.45944403718,0.018030099919997156
CR,50,45,1585.4594440371802,0.015200399910099804
CNN,50,45,1585.4594440371802,0.017485800082795322
CR,50,45,2117.0342944311255,0.008219099952839315
CNN,50,45,2130.2973173872083,0.01550769992172718
CR,50,45,2053.92983590736,0.008122499915771186
CNN,50,45,3666.975880993703,0.013859200058504939
CR,50,45,2116.4931730474773,0.00810730003286153
CNN,50,45,2142.3334970652877,0.015295700053684413
CR,50,45,2140.460839123691,0.00825389998499304
CNN,50,45,2141.5516936914405,0.015769399935379624
CR,50,45,2140.460839123691,0.008159600081853569
CNN,50,45,2141.5516936914405,0.015237699961289763
CR,50,45,1952.3325031838936,0.019537399988621473
CNN,50,45,1966.414712354747,0.023983499966561794
CR,50,45,2056.846439814129,0.018633099971339107
CNN,50,45,2080.756016118051,0.02337069995701313
CR,50,45,1744.0125770769603,0.01859229989349842
CNN,50,45,1813.918029817182,0.023107799934223294
CR,50,45,2019.86804764291,0.018765100045129657
CNN,50,45,2085.158280641415,0.023862199974246323
CR,50,45,1923.1545669504605,0.018653100007213652
CNN,50,45,1990.1212080424925,0.023678099969401956
CR,50,45,1864.0439881351522,0.014476300100795925
CNN,50,45,1864.0439881351522,0.019708900013938546
CR,50,45,1885.9283498887544,0.014509700005874038
CNN,50,45,1874.855123582106,0.019710100023075938
CR,50,45,1778.506612798715,0.014381699962541461
CNN,50,45,1769.4561301353895,0.020243700011633337
CR,50,45,2007.1886114344588,0.014497300027869642
CNN,50,45,2015.6605588536997,0.019964999984949827
CR,50,45,1791.4872293828987,0.014602300012484193
CNN,50,45,1802.2457760608663,0.019720799988135695
CR,50,45,1619.2454777191922,0.015351800015196204
CNN,50,45,1657.5304408295085,0.01997959997970611
CR,50,45,1695.8003674824495,0.015682700090110302
CNN,50,45,1698.5704290570957,0.020813099923543632
CR,50,45,1669.0130529276873,0.015114999958314002
CNN,50,45,1712.895553985747,0.01969799993094057
CR,50,45,1960.680482830209,0.015220500063151121
CNN,50,45,2030.082218544659,0.02178990002721548
CR,50,45,1695.8003674824495,0.015577299986034632
CNN,50,45,1698.5704290570957,0.021027300041168928
CR,50,45,1629.9981396333626,0.012000099988654256
CNN,50,45,1629.9981396333626,0.01492989994585514
CR,50,45,1591.2898662904631,0.01176519994623959
CNN,50,45,1591.2898662904631,0.014025700045749545
CR,50,45,1567.4321886600521,0.01157430000603199
CNN,50,45,1567.4321886600521,0.014051400008611381
CR,50,45,1610.8303385001059,0.011705300072208047
CNN,50,45,1610.8303385001059,0.014374200021848083
CR,50,45,1600.9050436739017,0.011781500070355833
CNN,50,45,1600.9050436739017,0.01446929993107915
CR,50,45,2130.5895880069315,0.015351800015196204
CNN,50,45,2130.6143126457337,0.022240899968892336
CR,50,45,2122.0076819783853,0.015274000004865229
CNN,50,45,2116.557870204445,0.022363599971868098
CR,50,45,1870.5296089070362,0.015270199975930154
CNN,50,45,1892.1876192408176,0.020540300058200955
CR,50,45,2257.6370109459426,0.015547299990430474
CNN,50,45,2281.3352171624624,0.024226599954999983
CR,50,45,2057.6012168846946,0.015467200079001486
CNN,50,45,2074.2287407761073,0.021488200058229268
CR,50,45,2038.9656152150615,0.009700800059363246
