algorithm,number of nodes,k,weight,run time
CR,50,15,1643.4964174917989,0.009473799960687757
CNN,50,15,1643.4964174917989,0.011806399910710752
CR,50,15,1660.7893837306121,0.009503899957053363
CNN,50,15,1660.7893837306121,0.012293200008571148
CR,50,15,1660.7893837306121,0.0095177999464795
CNN,50,15,1660.7893837306121,0.011989399907179177
CR,50,15,1610.7439921893254,0.009791700053028762
CNN,50,15,1610.7439921893254,0.01217300002463162
CR,50,15,1572.9853812576948,0.009716000058688223
CNN,50,15,1572.9853812576948,0.012072199955582619
CR,50,15,1572.9853812576953,0.009672599961049855
CNN,50,15,1572.9853812576953,0.012316799955442548
CR,50,15,1584.1850525607103,0.009706099983304739
CNN,50,15,1584.1850525607103,0.012024799943901598
CR,50,15,1637.765958242994,0.009695199900306761
CNN,50,15,1661.781344178342,0.014075399958528578
CR,50,15,1820.0125676727869,0.010293000028468668
CNN,50,15,1836.4914016415773,0.015080600045621395
CR,50,15,1709.0961774782638,0.010191199951805174
CNN,50,15,1709.507511854232,0.014877400011755526
CR,50,15,1616.2303878662822,0.010290600010193884
CNN,50,15,1652.6002160410505,0.02320609998423606
CR,50,15,1648.8309360800652,0.010413300013169646
CNN,50,15,1659.4506139963821,0.014732799958437681
CR,50,15,1831.3743877620875,0.01014180004131049
CNN,50,15,1888.943650372923,0.015074900002218783
CR,50,15,1621.276306808242,0.012127300025895238
CNN,50,15,1621.276306808242,0.014498299919068813
CR,50,15,1631.3923860778968,0.012185800005681813
CNN,50,15,1631.3923860778968,0.01464720000512898
CR,50,15,1615.643775928859,0.01227349997498095
CNN,50,15,1615.643775928859,0.015045500011183321
CR,50,15,1621.276306808242,0.012243499979376793
CNN,50,15,1621.276306808242,0.01452119997702539
CR,50,15,1615.643775928859,0.012182899983599782
CNN,50,15,1615.643775928859,0.014676999999210238
CR,50,15,1697.8524607480952,0.005678800051100552
CNN,50,15,1767.5547746519171,0.009875399991869926
CR,50,15,1852.5124386480595,0.00541230000089854
CNN,50,15,1856.6054614043387,0.010632500052452087
CR,50,15,1510.0862596151528,0.005474400008097291
CNN,50,15,1510.0862596151528,0.00783630006480962
CR,50,15,1798.342897031829,0.0055402000434696674
CNN,50,15,1892.8916777752265,0.010421699960716069
CR,50,15,1699.418406373183,0.005379999987781048
CNN,50,15,1796.6195820811217,0.010174799943342805
CR,50,15,1690.6302232527357,0.01111960003618151
CNN,50,15,1690.6302232527357,0.013941499986685812
CR,50,15,1693.4565365206001,0.011080399970524013
CNN,50,15,1693.4565365206001,0.013368300045840442
CR,50,15,1724.3681051577646,0.010998700046911836
CNN,50,15,1724.3681051577646,0.013425300014205277
CR,50,15,1708.0860826643589,0.011016700067557395
CNN,50,15,1708.0860826643589,0.01340699999127537
CR,50,15,1668.4654144793365,0.011035299976356328
CNN,50,15,1668.4654144793365,0.013570099952630699
CR,50,15,1593.7339515139838,0.010795700014568865
CNN,50,15,1623.9104329734878,0.015279700048267841
CR,50,15,1727.4676537543332,0.010823299991898239
CNN,50,15,1764.7131916043736,0.015876100049354136
CR,50,15,2098.420444890795,0.010914299986325204
CNN,50,15,2137.1244045781636,0.016790400026366115
CR,50,15,1689.090930988351,0.010876499931327999
CNN,50,15,1734.5118791061502,0.01596280001103878
CR,50,15,1866.7172225390009,0.010733200004324317
CNN,50,15,1868.0452857169003,0.015710300067439675
CR,50,15,1710.5363944173184,0.02373239991720766
CNN,50,15,1710.5363944173184,0.026448399992659688
CR,50,15,1714.621452791501,0.024057500064373016
CNN,50,15,1714.621452791501,0.026055100024677813
CR,50,15,1713.733563802565,0.02422999998088926
CNN,50,15,1713.733563802565,0.026079499977640808
CR,50,15,1716.3809713691578,0.024453099933452904
CNN,50,15,1716.3809713691578,0.026050199987366796
CR,50,15,1716.380971369158,0.023600200074724853
CNN,50,15,1716.380971369158,0.02601969998795539
CR,50,15,1524.216969345264,0.008604200091212988
CNN,50,15,1524.216969345264,0.01084400003310293
CR,50,15,1493.455706270978,0.008491699933074415
CNN,50,15,1493.455706270978,0.01079209998715669
CR,50,15,1496.40012136699,0.008482899982482195
CNN,50,15,1496.40012136699,0.011178900022059679
CR,50,15,1560.2425328555373,0.0084898000350222
CNN,50,15,1560.2425328555373,0.010824900004081428
CR,50,15,1496.0140174219016,0.008392699994146824
CNN,50,15,1496.0140174219016,0.010789700085297227
CR,50,15,1572.0273507830693,0.006996199954301119
CNN,50,15,1572.0273507830693,0.009665800025686622
CR,50,15,1721.255838775542,0.006924899993464351
CNN,50,15,1747.2235065493155,0.011667000013403594
CR,50,15,1610.4839626327594,0.007089200080372393
CNN,50,15,1610.4839626327594,0.009527100017294288
CR,50,15,1711.0571668544824,0.007033800007775426
CNN,50,15,1720.0660633167788,0.011625900049693882
CR,50,15,1649.9140575387876,0.007045299978926778
CNN,50,15,1763.3624129093594,0.011558700003661215
CR,50,15,1644.3362337534413,0.010286499978974462
CNN,50,15,1644.3362337534413,0.01255649991799146
CR,50,15,1653.956278173407,0.010219600051641464
CNN,50,15,1653.956278173407,0.012800500029698014
CR,50,15,1653.9562781734073,0.010123300016857684
CNN,50,15,1653.9562781734073,0.01250620000064373
CR,50,15,1643.9901836659542,0.010101500083692372
CNN,50,15,1643.9901836659542,0.012563799973577261
CR,50,15,1829.5826612627857,0.010197299998253584
CNN,50,15,1829.6264929181775,0.014606300042942166
CR,50,15,1539.45257000748,0.012528100050985813
CNN,50,15,1539.45257000748,0.014934099977836013
CR,50,15,1572.0224282827996,0.01251530006993562
CNN,50,15,1572.0224282827996,0.014823999954387546
CR,50,15,1577.4178694504933,0.012592599960044026
CNN,50,15,1577.4178694504933,0.015557099948637187
CR,50,15,1577.4178694504933,0.012498700059950352
CNN,50,15,1577.4178694504933,0.014890799997374415
CR,50,15,1551.0326823321304,0.012517499970272183
CNN,50,15,1551.0326823321304,0.014873900101520121
CR,50,15,1400.0114481127516,0.006127700093202293
CNN,50,15,1400.0114481127516,0.008655200013890862
CR,50,15,1367.1520348407134,0.0060685999924317
CNN,50,15,1367.1520348407134,0.008273499901406467
CR,50,15,1374.567372348518,0.006020199973136187
CNN,50,15,1374.567372348518,0.008276999928057194
CR,50,15,1367.1520348407134,0.00601990008726716
CNN,50,15,1367.1520348407134,0.008262499934062362
CR,50,15,1400.0114481127516,0.006051699980162084
CNN,50,15,1400.0114481127516,0.008306200033985078
CR,50,15,1603.3887535989156,0.006180400028824806
CNN,50,15,1603.3887535989156,0.008188100066035986
CR,50,15,1625.2580883379335,0.005928599974140525
CNN,50,15,1625.2580883379335,0.008251400082372129
CR,50,15,1620.877250864028,0.0059019000036641955
CNN,50,15,1620.877250864028,0.00829420005902648
CR,50,15,1620.877250864028,0.005965699907392263
CNN,50,15,1620.877250864028,0.008298199973069131
CR,50,15,1610.984756149613,0.005937600042670965
CNN,50,15,1610.984756149613,0.008251599967479706
CR,50,15,1602.7655302685753,0.012781600002199411
CNN,50,15,1602.7655302685753,0.015325700049288571
CR,50,15,1573.1803595911247,0.012596100103110075
CNN,50,15,1573.1803595911247,0.015040299971587956
CR,50,15,1573.180359591125,0.012679100036621094
CNN,50,15,1573.180359591125,0.015061200014315546
CR,50,15,1595.8591011593212,0.01273449999280274
CNN,50,15,1595.8591011593212,0.015286799985915422
CR,50,15,1607.893731756573,0.012544300057925284
CNN,50,15,1607.893731756573,0.015005799941718578
CR,50,15,1752.315230213944,0.0077893000561743975
CNN,50,15,1752.3302884665816,0.012633899925276637
CR,50,15,1907.12615825983,0.00806160003412515
CNN,50,15,1959.9768326092178,0.012349899974651635
CR,50,15,1711.6190101455866,0.0078063999535515904
CNN,50,15,1711.6190101455866,0.010448200046084821
CR,50,15,1711.6190101455866,0.007738399901427329
CNN,50,15,1711.6190101455866,0.010123600019142032
CR,50,15,1695.0115102394486,0.007634000037796795
CNN,50,15,1695.0115102394486,0.010375399957410991
CR,50,15,1628.0440218022343,0.009859199984930456
CNN,50,15,1628.0440218022343,0.012188200023956597
CR,50,15,1606.520418812055,0.009809000068344176
CNN,50,15,1606.520418812055,0.012330499943345785
CR,50,15,1628.0440218022347,0.009801300009712577
CNN,50,15,1628.0440218022347,0.012711500050500035
CR,50,15,1620.3358372958685,0.009855999960564077
CNN,50,15,1620.3358372958685,0.012504199985414743
CR,50,15,1595.443914015993,0.009808599948883057
CNN,50,15,1595.443914015993,0.013024199986830354
CR,50,15,1498.435002127172,0.010707900044508278
CNN,50,15,1498.435002127172,0.013041600002907217
CR,50,15,1548.9508565439337,0.010320700006559491
CNN,50,15,1548.9508565439337,0.012713600066490471
CR,50,15,1560.662237504186,0.010357800056226552
CNN,50,15,1560.662237504186,0.013282100087963045
CR,50,15,1555.079177170424,0.010713599971495569
CNN,50,15,2953.755861665514,0.012988300062716007
CR,50,15,1478.7241742044087,0.01050460000988096
CNN,50,15,1478.7241742044087,0.013134800014086068
CR,50,15,1914.3224587054528,0.00912669999524951
CNN,50,15,1984.9126663163436,0.014160300022922456
CR,50,15,1701.9276366211088,0.009190700016915798
CNN,50,15,1701.9276366211088,0.014199899975210428
CR,50,15,1947.920297124624,0.009031999972648919
CNN,50,15,1948.8898727251074,0.014422899927012622
CR,50,15,1729.9373465145088,0.0090618000831455
CNN,50,15,1755.4381586889292,0.014293199987150729
CR,50,15,1947.920297124624,0.009357300004921854
CNN,50,15,1948.8898727251074,0.01566489995457232
CR,50,20,1536.9646616232708,0.01820429996587336
CNN,50,20,1536.9646616232708,0.020104800001718104
CR,50,20,1536.9646616232708,0.017257400089874864
CNN,50,20,1536.9646616232708,0.020338700036518276
CR,50,20,1549.2325780772076,0.017380099976435304
CNN,50,20,1549.2325780772076,0.020211700000800192
CR,50,20,1724.8509250889033,0.017659600009210408
CNN,50,20,1777.8447353304605,0.02202560007572174
CR,50,20,1875.5504844532893,0.017864699941128492
CNN,50,20,1875.755827507229,0.02223580004647374
CR,50,20,1813.8737099007715,0.007570500019937754
CNN,50,20,1866.1464713264115,0.012687399983406067
CR,50,20,1714.59838671261,0.007524400018155575
CNN,50,20,1717.559801817405,0.013145399978384376
CR,50,20,1730.9229143590753,0.00751640007365495
CNN,50,20,1783.2970761858703,0.01686919992789626
CR,50,20,1851.2669842945647,0.007582199992612004
CNN,50,20,1870.6059687910595,0.0125032999785617
CR,50,20,1586.4523288483808,0.007538900012150407
CNN,50,20,1621.8710135676017,0.01354469999205321
CR,50,20,2124.6815517100417,0.015438300091773272
CNN,50,20,2148.9045162683337,0.02025810000486672
CR,50,20,2124.6815517100417,0.01552140002604574
CNN,50,20,2148.9045162683337,0.021146400016732514
CR,50,20,2189.9420626331175,0.01733640010934323
CNN,50,20,2223.674253888315,0.02018069999758154
CR,50,20,1891.5977053270524,0.014708900009281933
CNN,50,20,1829.8252175076689,0.019423300051130354
CR,50,20,2023.7912294911694,0.014937900006771088
CNN,50,20,2031.1397655410747,0.019388000015169382
CR,50,20,1627.677301536723,0.010978900012560189
CNN,50,20,1627.677301536723,0.013575699995271862
CR,50,20,1639.172803282995,0.010664400062523782
CNN,50,20,1639.172803282995,0.013058100012131035
CR,50,20,1618.424189843357,0.010576599976047873
CNN,50,20,1618.424189843357,0.012929099961183965
CR,50,20,1618.4241898433572,0.010578099987469614
CNN,50,20,1618.4241898433572,0.012908600037917495
CR,50,20,1639.8465793784103,0.010539600043557584
CNN,50,20,1639.8465793784103,0.013018800062127411
CR,50,20,2154.1431979181166,0.01130589994136244
CNN,50,20,2143.5291260325007,0.018059900030493736
CR,50,20,2003.5467087571315,0.011394599918276072
CNN,50,20,2052.820054189089,0.017244699993170798
CR,50,20,2100.3537178291676,0.011268600006587803
CNN,50,20,2199.1764195556702,0.018228900036774576
CR,50,20,2096.210690974496,0.01133440004196018
CNN,50,20,2152.3880247302945,0.0181362999137491
CR,50,20,1892.8336834754348,0.011325699975714087
CNN,50,20,1916.3598694188806,0.01598929997999221
CR,50,20,2082.453979012965,0.006270900019444525
CNN,50,20,2107.0693971633395,0.0114718999247998
CR,50,20,1986.2975771118458,0.00608500000089407
CNN,50,20,2005.8200752643625,0.010948000010102987
CR,50,20,1924.8526925181136,0.006114699994213879
CNN,50,20,1938.6097972869086,0.010875600040890276
CR,50,20,2008.0071321203714,0.00609669997356832
CNN,50,20,2012.117790520321,0.011334900045767426
CR,50,20,2082.453979012965,0.006129699992015958
CNN,50,20,2107.0693971633395,0.011077100061811507
CR,50,20,1825.605031920453,0.008374099968932569
CNN,50,20,1942.9367900335349,0.01358319993596524
CR,50,20,1995.9317427055912,0.008357799961231649
CNN,50,20,1996.0036224414337,0.013325199950486422
CR,50,20,1972.7427329575619,0.008272100007161498
CNN,50,20,1976.2240181582492,0.013220200082287192
CR,50,20,1963.1076506423933,0.00843759998679161
CNN,50,20,1981.5031264635907,0.013977599912323058
CR,50,20,1811.4105788383288,0.008355700061656535
CNN,50,20,1867.2697692245624,0.01314029993955046
CR,50,20,1500.8513446939635,0.010808300110511482
CNN,50,20,1500.8513446939635,0.013570099952630699
CR,50,20,1500.8513446939637,0.010797300026752055
CNN,50,20,1500.8513446939637,0.013206400093622506
CR,50,20,1500.714796212516,0.010812100023031235
CNN,50,20,1500.714796212516,0.013213200028985739
CR,50,20,1500.851344693964,0.010872700018808246
CNN,50,20,1500.851344693964,0.013053899980150163
CR,50,20,1503.6221602217645,0.010703800013288856
CNN,50,20,1503.6221602217645,0.013224199996329844
CR,50,20,1627.4991586247295,0.007478000014089048
CNN,50,20,1627.4991586247295,0.009828099980950356
CR,50,20,1609.2738826313935,0.007443999988026917
CNN,50,20,1609.2738826313935,0.009761700057424605
CR,50,20,1627.4991586247293,0.007469599950127304
CNN,50,20,1627.4991586247293,0.010174600058235228
CR,50,20,1566.7566986905888,0.007526200031861663
CNN,50,20,1566.7566986905888,0.009977899957448244
CR,50,20,1618.7778160844066,0.00761239998973906
CNN,50,20,1618.7778160844066,0.00991950009483844
CR,50,20,1979.330214132423,0.010741899954155087
CNN,50,20,2007.5374216201212,0.016113399993628263
CR,50,20,2180.0671574320395,0.01062449999153614
CNN,50,20,2180.6368108560882,0.016602499992586672
CR,50,20,2088.895315125695,0.010727299959398806
CNN,50,20,2089.3472536090653,0.01683990005403757
CR,50,20,2225.0107374163417,0.010690799914300442
CNN,50,20,2229.200466444113,0.016691700089722872
CR,50,20,1981.0408670798838,0.010710100061260164
CNN,50,20,2013.1453317960318,0.015900200000032783
CR,50,20,1810.7857155503361,0.011574700009077787
CNN,50,20,1874.999001257137,0.01625630003400147
CR,50,20,1789.1479073211804,0.011513400007970631
CNN,50,20,1815.2045920742648,0.016817199997603893
CR,50,20,1732.7994889415666,0.012039100052788854
CNN,50,20,1733.5706391461913,0.01669640000909567
CR,50,20,1735.9500993506765,0.011873200070112944
CNN,50,20,1849.002020649122,0.01636259991209954
CR,50,20,1711.1938032586634,0.011638500029221177
CNN,50,20,1711.1938032586634,0.014351299963891506
CR,50,20,2070.2680011141715,0.005899599986150861
CNN,50,20,2092.750003139731,0.012332600075751543
CR,50,20,2038.113504883503,0.00570999993942678
CNN,50,20,2130.373442642519,0.0128185999346897
CR,50,20,2077.0556264808115,0.0057740999618545175
CNN,50,20,2112.619853992604,0.012179399956949055
CR,50,20,2114.30692145739,0.005682399962097406
CNN,50,20,2200.391759761847,0.012595599982887506
CR,50,20,2057.9599454398494,0.005798200028948486
CNN,50,20,2065.169819942149,0.012647300027310848
CR,50,20,1666.5439957075976,0.018339699949137866
CNN,50,20,1666.5439957075976,0.02050570002757013
CR,50,20,1669.5056480113826,0.018248200067318976
CNN,50,20,1669.5056480113826,0.020864399964921176
CR,50,20,1649.4802949082866,0.018776100012473762
CNN,50,20,1649.4802949082866,0.02071849990170449
CR,50,20,1618.6022323725854,0.01833939994685352
CNN,50,20,1618.6022323725854,0.020741800079122186
CR,50,20,1648.412478855601,0.018389200093224645
CNN,50,20,1648.412478855601,0.0206194999627769
CR,50,20,2098.482708685594,0.010955899953842163
CNN,50,20,2098.645806674137,0.015686500002630055
CR,50,20,1542.3273243686276,0.010702500003390014
CNN,50,20,1600.028972734312,0.014984000008553267
CR,50,20,2082.198758330411,0.010736900032497942
CNN,50,20,2096.3726735760747,0.015930499997921288
CR,50,20,1544.5930137295775,0.010675500030629337
CNN,50,20,1544.5930137295775,0.012952600023709238
CR,50,20,1544.5930137295775,0.010692300042137504
CNN,50,20,1544.5930137295775,0.013323600054718554
CR,50,20,1666.1956177267546,0.007276499993167818
CNN,50,20,1666.1956177267546,0.009386099991388619
CR,50,20,1670.231345103219,0.007002199999988079
CNN,50,20,1670.231345103219,0.009336599963717163
CR,50,20,1676.2658180555627,0.007039599935524166
CNN,50,20,1676.2658180555627,0.009351199958473444
CR,50,20,1673.471825124387,0.0070819000247865915
CNN,50,20,1673.471825124387,0.009392900043167174
CR,50,20,1678.8190775559658,0.007076599984429777
CNN,50,20,1678.8190775559658,0.009372100001201034
CR,50,20,1665.9556597073677,0.009321599965915084
CNN,50,20,1676.9350928541924,0.0146324000088498
CR,50,20,1883.183520994955,0.009385499986819923
CNN,50,20,1929.0826263830932,0.016852700035087764
CR,50,20,1771.6091550104477,0.009312300011515617
CNN,50,20,1772.162786212968,0.014816800015978515
CR,50,20,1697.3481654958457,0.00928240001667291
CNN,50,20,1721.109156056754,0.014639300061389804
CR,50,20,1805.291175730933,0.009443200076930225
CNN,50,20,1920.7903038146899,0.016619700007140636
CR,50,20,2021.4765188615745,0.0047697999980300665
CNN,50,20,2030.1161482217701,0.011593500035814941
CR,50,20,1833.3165205443145,0.004726600018329918
CNN,50,20,1874.899896109289,0.01153450005222112
CR,50,20,1781.1635997977144,0.004671999951824546
CNN,50,20,1781.946254061402,0.011583100073039532
CR,50,20,1761.3899983388094,0.004704000079073012
CNN,50,20,1791.4645104085753,0.011251499992795289
CR,50,20,1903.1762298992624,0.004704199964180589
CNN,50,20,1900.5961776735148,0.01165730005595833
CR,50,20,1881.3946371615732,0.004391000024043024
CNN,50,20,1955.8443580236333,0.008946900023147464
CR,50,20,1661.1694561908344,0.0042931000934913754
CNN,50,20,1684.8792663915979,0.008528899983502924
CR,50,20,1661.1694561908344,0.004265199997462332
CNN,50,20,1684.8792663915979,0.008928800001740456
CR,50,20,1998.9443878923064,0.004334499943070114
CNN,50,20,2028.6758338214127,0.00907319993712008
CR,50,20,1774.43633099947,0.004296500002965331
CNN,50,20,1805.3039732140655,0.008875199942849576
CR,50,20,2030.6768336527864,0.011670200037769973
CNN,50,20,2033.9459495508306,0.016936899977736175
CR,50,20,2229.178968048304,0.011940600001253188
CNN,50,20,2230.735436785085,0.017502999980933964
CR,50,20,2009.0459279619863,0.011566300061531365
CNN,50,20,2094.659126301583,0.01742519997060299
CR,50,20,1820.0660386473405,0.011597900069318712
CNN,50,20,1825.388666613707,0.01632449997123331
CR,50,20,2030.6768336527864,0.011494899983517826
CNN,50,20,2033.9459495508306,0.016808500047773123
CR,50,20,1603.1559131790812,0.005714899976737797
CNN,50,20,1603.1559131790812,0.008170200046151876
CR,50,20,1597.2766668444317,0.005666700075380504
CNN,50,20,1597.2766668444317,0.007965600001625717
CR,50,20,1603.1559131790816,0.005633900058455765
CNN,50,20,1603.1559131790816,0.008205799967981875
CR,50,20,1609.4951629377517,0.005640899995341897
CNN,50,20,1609.4951629377517,0.008011700003407896
CR,50,20,1603.1559131790812,0.005720100016333163
CNN,50,20,1603.1559131790812,0.008027500007301569
CR,50,20,1902.89191193216,0.008714499999769032
CNN,50,20,1943.05936820429,0.013746900018304586
CR,50,20,2013.1100059887992,0.00867200002539903
CNN,50,20,2050.4918856632635,0.013534000026993454
CR,50,20,1817.3360368859242,0.00864680006634444
CNN,50,20,1830.724281034377,0.013185999938286841
CR,50,20,1897.9183526344164,0.00872090004850179
CNN,50,20,1913.6018510127954,0.013778300024569035
CR,50,20,2033.194526909768,0.008681299979798496
CNN,50,20,2037.9756465492983,0.015161599963903427
CR,50,20,1655.3887773860283,0.010780500015243888
CNN,50,20,1655.3887773860283,0.013128100079484284
CR,50,20,1644.227967035999,0.010671099997125566
CNN,50,20,1644.227967035999,0.013503600028343499
CR,50,20,1644.2279670359992,0.010564500000327826
CNN,50,20,1644.2279670359992,0.012985200039111078
CR,50,20,2061.49489569834,0.010779400006867945
CNN,50,20,2061.4957781914836,0.01667859998997301
CR,50,20,1644.2279670359992,0.010868099983781576
CNN,50,20,1644.2279670359992,0.013380699907429516
CR,50,20,1466.9303711013472,0.005765500012785196
CNN,50,20,1466.9303711013472,0.008016000036150217
CR,50,20,1552.9201551613755,0.005713699967600405
CNN,50,20,1552.9201551613755,0.008008999982848763
CR,50,20,1530.4334580602404,0.00583320006262511
CNN,50,20,1530.4334580602404,0.008106500026769936
CR,50,20,1517.8755562349754,0.0056980999652296305
CNN,50,20,1517.8755562349754,0.008266300079412758
CR,50,20,1552.9201551613755,0.005732899997383356
CNN,50,20,1552.9201551613755,0.007958099944517016
CR,50,20,1951.6251565758034,0.012492300011217594
CNN,50,20,2034.7216834745975,0.017623199964873493
CR,50,20,1873.687245339589,0.01236699998844415
CNN,50,20,1877.8033369690236,0.01731130003463477
CR,50,20,1626.4226995172949,0.012572399922646582
CNN,50,20,1627.0120182403289,0.017531400080770254
CR,50,20,1943.9333483114112,0.01254749996587634
CNN,50,20,1985.7878496891456,0.017845200025476515
CR,50,20,1740.2179995198212,0.012492400011979043
CNN,50,20,1740.5099157229374,0.01691389991901815
CR,50,20,1529.6692073987979,0.011236799997277558
CNN,50,20,1529.6692073987979,0.01324849994853139
CR,50,20,1567.342659250871,0.011026400025002658
CNN,50,20,1567.342659250871,0.013505099923349917
CR,50,20,1565.5206579841729,0.010989499976858497
CNN,50,20,1565.5206579841729,0.013270399998873472
CR,50,20,1537.408006457131,0.010867799981497228
CNN,50,20,1537.408006457131,0.013378700008615851
CR,50,20,1537.4080064571313,0.010938399937003851
CNN,50,20,1537.4080064571313,0.013360399985685945
CR,50,20,1794.7795680507002,0.007958500063978136
CNN,50,20,1814.6874231534216,0.012989799957722425
CR,50,20,1692.2922998428742,0.00792230002116412
CNN,50,20,1790.8021297648686,0.012815300025977194
CR,50,20,2077.5157459356888,0.008083299966529012
CNN,50,20,2136.914579663121,0.01363830000627786
CR,50,20,1889.111372665917,0.007850300054997206
CNN,50,20,1889.5366457047467,0.012714199954643846
CR,50,20,1726.3419195385006,0.007918499992229044
CNN,50,20,1740.5925779898537,0.01280399993993342
CR,50,20,1593.4717922972372,0.014447800000198185
CNN,50,20,1616.7106924452496,0.019793199957348406
CR,50,20,1547.9409249202452,0.014459799975156784
CNN,50,20,1571.9530924258606,0.019082400016486645
CR,50,20,1863.1414234314248,0.014320100075565279
CNN,50,20,1881.0458232505787,0.01920300000347197
CR,50,20,1831.809061696994,0.014403800014406443
CNN,50,20,1857.7180173148233,0.019491599989123642
CR,50,20,1818.1853590820283,0.01502789999358356
CNN,50,20,1820.3061641595455,0.019391799927689135
CR,50,20,1623.452855209541,0.009675099980086088
CNN,50,20,1672.208745449364,0.015115599962882698
CR,50,20,1859.2083483134254,0.00969420000910759
CNN,50,20,3256.014893186183,0.014798499993048608
CR,50,20,1592.6514437037638,0.009604400023818016
CNN,50,20,1631.6612586900428,0.014747999957762659
CR,50,20,1845.1382457246013,0.009586300002411008
CNN,50,20,1872.6645290629076,0.015108400024473667
CR,50,20,1789.6222016745094,0.009638399933464825
CNN,50,20,1789.6226198168429,0.014987299917265773
CR,50,20,1554.1294792604128,0.00662409991491586
CNN,50,20,1554.1294792604128,0.008911499986425042
CR,50,20,1538.6388821212824,0.0065666999435052276
CNN,50,20,1538.6388821212824,0.008943599998019636
CR,50,20,1554.1294792604133,0.006565900053828955
CNN,50,20,1554.1294792604133,0.008958399994298816
CR,50,20,1554.1294792604128,0.0065642999252304435
CNN,50,20,1554.1294792604128,0.008953700074926019
CR,50,20,1531.978383848307,0.006585399969480932
CNN,50,20,1531.978383848307,0.009104100055992603
CR,50,20,1941.244340786663,0.009635100024752319
CNN,50,20,1948.1418250806662,0.014341600006446242
CR,50,20,1934.0938550870032,0.00954910006839782
CNN,50,20,1954.0780310811706,0.014628999982960522
CR,50,20,1836.7086636411266,0.012742199935019016
CNN,50,20,1840.521618591393,0.01651530002709478
CR,50,20,1744.5897437007243,0.009790800046175718
CNN,50,20,1769.7546246651546,0.01473890000488609
CR,50,20,1943.603206230342,0.009601300000213087
CNN,50,20,1943.7669604813054,0.014398000086657703
CR,50,20,2154.1163087097175,0.012713999953120947
CNN,50,20,2178.3512404672124,0.018214600044302642
CR,50,20,1865.7195875574566,0.012697300058789551
CNN,50,20,1944.6603605206276,0.017592199961654842
CR,50,20,1924.1438058295264,0.012642099987715483
CNN,50,20,1951.716877407854,0.017802500049583614
CR,50,20,1941.4792437174872,0.012750099995173514
CNN,50,20,1997.806510727241,0.01821609993930906
CR,50,20,2112.5517848260156,0.012837799964472651
CNN,50,20,2120.4266990916653,0.018109799944795668
CR,50,20,1543.5739490162603,0.009805000037886202
CNN,50,20,1543.5739490162603,0.012422100058756769
CR,50,20,1683.4514309142028,0.009610099950805306
CNN,50,20,1822.2979349788106,0.014170299982652068
CR,50,20,1594.3776017503349,0.00958879990503192
CNN,50,20,1616.7474477049357,0.014257400063797832
CR,50,20,1543.4182661644575,0.009565599961206317
CNN,50,20,1543.4182661644575,0.01196839998010546
CR,50,20,1689.0034226821128,0.009619600023142993
CNN,50,20,1710.0145505553764,0.01407049992121756
CR,50,20,1698.8380773302356,0.004639200051315129
CNN,50,20,1703.5280075091814,0.009276099968701601
CR,50,20,1578.7890802089805,0.004589099902659655
CNN,50,20,1590.271872204233,0.008837600005790591
CR,50,20,1716.0446912820703,0.00455740001052618
CNN,50,20,1733.6113161855628,0.009370699990540743
CR,50,20,1543.7032946660897,0.004548799945041537
CNN,50,20,1605.4478065154467,0.00906900002155453
CR,50,20,1751.5088664450536,0.004502699943259358
CNN,50,20,1824.4248180530235,0.009241899941116571
CR,50,20,1790.5969049517278,0.011250099982134998
CNN,50,20,3282.575007751644,0.016475100070238113
CR,50,20,1790.5969049517278,0.011089000036008656
CNN,50,20,3282.575007751644,0.01654650003183633
CR,50,20,1989.5722000686603,0.01115820009727031
CNN,50,20,1990.4493932458072,0.019695700029842556
CR,50,20,1855.2919783079594,0.011471300036646426
CNN,50,20,1867.8538869409488,0.016882100026123226
CR,50,20,1990.1359057347438,0.011188699980266392
CNN,50,20,1992.5546559619597,0.15381059993524104
CR,50,20,1590.7063699150372,0.007514100056141615
CNN,50,20,1590.7063699150372,0.00990760000422597
CR,50,20,1619.719163971756,0.007548199966549873
CNN,50,20,1619.719163971756,0.009975300054065883
CR,50,20,1599.2919753103565,0.007493599900044501
CNN,50,20,1599.2919753103565,0.009762499947100878
CR,50,20,1589.6674184462877,0.007432700018398464
CNN,50,20,1589.6674184462877,0.00979189993813634
CR,50,20,1617.7108671110013,0.0075171999633312225
CNN,50,20,1617.7108671110013,0.009847700013779104
CR,50,20,1667.0082907825636,0.0049980999901890755
CNN,50,20,1667.0082907825636,0.0072821000358089805
CR,50,20,1676.9224938824836,0.004942600033245981
CNN,50,20,1676.9224938824836,0.007241299957968295
CR,50,20,1663.3452597172522,0.004942100029438734
CNN,50,20,1663.3452597172522,0.007312100031413138
CR,50,20,1625.3814019673584,0.004953900002874434
CNN,50,20,1625.3814019673584,0.0073049000930041075
CR,50,20,1668.9015833523272,0.004947499954141676
CNN,50,20,1668.9015833523272,0.007503399974666536
CR,50,20,1678.6255243488688,0.015743300085887313
CNN,50,20,1678.6255243488688,0.018604799988679588
CR,50,20,1678.6255243488683,0.015881900093518198
CNN,50,20,1678.6255243488683,0.018387799966149032
CR,50,20,1713.741503647237,0.015813799924217165
CNN,50,20,1713.741503647237,0.018378900014795363
CR,50,20,1733.1967357189756,0.015667300089262426
